format,file_path,symbol_name,current_location,inferred_domain,inferred_qname,source_fact_ref,public_api_impact,tests_existing,tests_needed,migration_status,reviewer_verdict,notes
odt,src/python/odt/__init__.py,odt_paragraph_density,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_heading_density,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_longest_word,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_list_to_paragraph_ratio,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_has_lists,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_has_unicode,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_max_words_per_paragraph,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_min_words_per_paragraph,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_word_density,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_sentence_density,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_table_density,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_nonempty_paragraph_count,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_char_density,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_empty_paragraph_count,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_words_per_heading,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_avg_words_per_sentence,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_shortest_paragraph_length,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_avg_chars_per_paragraph,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_paragraph_variance,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_is_single_paragraph,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_list_density,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_heading_per_paragraph,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_is_multi_paragraph,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_whitespace_ratio,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_avg_chars_per_word,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_is_content_rich,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_total_text_length,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_nonempty_paragraph_ratio,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_avg_sentence_length,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_longest_paragraph_index,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_has_numeric_content,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_numeric_value_sum,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_unique_char_count,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,odt_nonspace_char_count,src/python/odt/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
odt,src/python/odt/__init__.py,OdtError,src/python/odt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
odt,src/python/odt/__init__.py,OdtInvalidContainerError,src/python/odt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
odt,src/python/odt/__init__.py,OdtSizeError,src/python/odt/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
odt,src/python/odt/__init__.py,OdtParagraph,src/python/odt/__init__.py,,,,HIGH,YES,,PENDING,,NO_QNAME_MAPPING
odt,src/python/odt/__init__.py,OdtHeading,src/python/odt/__init__.py,,,,HIGH,YES,,PENDING,,NO_QNAME_MAPPING
odt,src/python/odt/__init__.py,OdtListItem,src/python/odt/__init__.py,,,,HIGH,YES,,PENDING,,NO_QNAME_MAPPING
odt,src/python/odt/__init__.py,OdtDocument,src/python/odt/__init__.py,,,,HIGH,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,parse_pbm,src/python/pbm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,parse_pbm_strict,src/python/pbm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,probe_pbm,src/python/pbm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,get_capabilities,src/python/pbm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,image_pixel_stats,src/python/pbm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,write_pbm,src/python/pbm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,get_dimensions,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,pixel_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,count_black,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,flip_horizontal,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,invert,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,crop,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,count_white,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,rotate_90,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,black_pixel_ratio,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,pbm_white_pixel_ratio,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_aspect_ratio,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_white_pixel_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,scale_nearest,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,pbm_row_black_counts,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_total_pixel_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_binary,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_black_pixel_ratio,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_dimensions,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_column_black_counts,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_white_density,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_all_white,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_all_black,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_row_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_has_any_black,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_black_pixel_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_uniform,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_perimeter,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_square,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_landscape,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_has_any_white,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_max_row_black_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_max_dimension,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_diagonal,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_min_dimension,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_black_density,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_area,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_column_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_min_row_black_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_dimension_ratio,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_megapixels,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_tall,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_wide,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_portrait,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_pixel_density,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_binary_balanced,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_avg_row_density,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_border_black_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_row_density_variance,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_checkerboard,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_column_density_variance,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_diagonal_pixel_count,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_total_pixels,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_is_all_black,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_total_black_in_border,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,pbm_center_black_ratio,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pbm,src/python/pbm/__init__.py,PbmError,src/python/pbm/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,PbmInvalidMagicError,src/python/pbm/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,PbmInvalidHeaderError,src/python/pbm/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,PbmSizeError,src/python/pbm/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,PbmDecodeError,src/python/pbm/__init__.py,,N/A_INFRASTRUCTURE,,LOW,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,PbmImage,src/python/pbm/__init__.py,,,,HIGH,YES,,PENDING,,NO_QNAME_MAPPING
pbm,src/python/pbm/__init__.py,convert_pbm_to_pgm,src/python/pbm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pbm,src/python/pbm/__init__.py,pbm_pixels_to_pgm_pixels,src/python/pbm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,parse_pgm,src/python/pgm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pgm,src/python/pgm/__init__.py,parse_pgm_strict,src/python/pgm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pgm,src/python/pgm/__init__.py,probe_pgm,src/python/pgm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pgm,src/python/pgm/__init__.py,get_capabilities,src/python/pgm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pgm,src/python/pgm/__init__.py,image_pixel_stats,src/python/pgm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pgm,src/python/pgm/__init__.py,write_pgm,src/python/pgm/__init__.py,,N/A_FUNCTIONAL_ENTRYPOINT,,HIGH,YES,,PENDING,,
pgm,src/python/pgm/__init__.py,get_dimensions,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,pixel_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,average_gray,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,count_above_threshold,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,min_max_gray,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,flip_horizontal,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,normalize,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,histogram,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,threshold,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,rotate_90,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,grayscale_variance,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,NO_QNAME_MAPPING
pgm,src/python/pgm/__init__.py,pgm_bright_pixel_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_dark_pixel_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_average_brightness,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_max_pixel_value,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_min_pixel_value,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_contrast_range,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_median_pixel_value,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_total_pixel_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_brightness_quartiles,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_uniform,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_nonzero_pixel_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_dynamic_range,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_pixel_sum,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_zero_pixel_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_saturated_pixel_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_has_any_saturated,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_all_dark,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_perimeter,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_unique_value_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_dimension_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_square,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_landscape,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_max_dimension,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_has_any_zero,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_all_bright,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_diagonal,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_aspect_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_min_dimension,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_brightness_range,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_area,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_mean_brightness,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_megapixels,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_tall,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_column_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_wide,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_pixel_density,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_row_count,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_portrait,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_high_contrast,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_avg_row_brightness,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_min_brightness,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_is_bright,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_dark_pixel_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_row_brightness_variance,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_brightness_histogram,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_contrast_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_saturated_pixel_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_normalized_mean,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
pgm,src/python/pgm/__init__.py,pgm_above_mean_ratio,src/python/pgm/__init__.py,,,,LOW,YES,,PENDING,,ANALYTICS_SUSPENDED_ROTATION
