source_plan,taskcard_id,definition_line,definition_text,occurrence_count,master_state,canonical_task_id,disposition
mutable-exploring-hellman.md,TC-CQGA2-003-03,523,- TC-CQGA2-003-03: Check if V145 or V149 should be added to these skill files (per TC-CQGA-033-04 pattern),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-003-04,524,- TC-CQGA2-003-04: Search `.claude/commands/` for any skill files added since CQGA-001 that touch src/python/ or src/net/,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-003-05,525,- TC-CQGA2-003-05: Confirm CCP-BYPASS (direct Edit/Bash) still has no preventive gate; V149 is detective only,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-003,566,**Type:** PARENT | **Status:** READY (after TC-003) | **REQ:** REQ-CQGA2-009,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-004-01,569,- TC-CQGA2-004-01: Read `docs/code-quality/product-file-layout-contract.yaml` — check if any new per-file layout entries added since CQGA-001,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-004-02,570,- TC-CQGA2-004-02: Verify FODS gitignore fix (commit 5eae2cd7) — does it affect tracked source files?,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-004-03,571,- TC-CQGA2-004-03: Confirm V109 still enforces approved_layout for FODS; confirm V100 pattern list unchanged,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-004-04,572,- TC-CQGA2-004-04: CQG-012 status: still OPEN_DESIGN_GAP (19/20 formats no per-file layout)?,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-004,604,**Type:** PARENT | **Status:** READY (after TC-004) | **REQ:** REQ-CQGA2-009,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-005-01,607,- TC-CQGA2-005-01: Read `no_stub_scan.py` fully; confirm FORBIDDEN_TERMS list and allowlist patterns,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-005-02,608,"- TC-CQGA2-005-02: Run V149 live: `python -c ""from tools.review.no_stub_scan import scan_path; import json; print(json.dumps(scan_path('src/python/csv'), indent=2)[:2000])""` on a format",2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-005-03,609,- TC-CQGA2-005-03: Confirm V149 blocks_sprint value by reading runner line 757-765,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-005-04,610,- TC-CQGA2-005-04: Read GOV-WINDOW-FIX-001 commit (`6bc5ad75`) — what exactly was masked before?,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-005-05,611,- TC-CQGA2-005-05: Live-test V105: synthesize a declaration with a new .NET file containing a getter without XML read path; call validate_getter_without_parser_source; confirm FAIL,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-005,649,**Type:** PARENT | **Status:** READY (after TC-005) | **REQ:** REQ-CQGA2-009,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-006-01,653,- TC-CQGA2-006-01: Based on TC-CQGA2-002-02 findings — document what V87 actually covers post-demotion,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-006-02,654,"- TC-CQGA2-006-02: Assess whether V87 demotion creates a governance documentation gap (if V87 covered comments/README accuracy, WARN-only is weaker)",2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-006-03,655,- TC-CQGA2-006-03: Check V88/V89 still FAIL-level for relevant .NET documentation validators,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-010-07,658,- MS-006-01-01: Read `root-cause-proof-bundle.yaml` (from TC-CQGA2-010-07) — find `v87_discrepancy_resolution` field,6,UNRECONCILED,,
mutable-exploring-hellman.md,TC-006,681,**Type:** PARENT | **Status:** READY (after TC-006) | **REQ:** REQ-CQGA2-009,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-007-01,684,- TC-CQGA2-007-01: Check `.local/supervisor/sal-facts-latest.json` existence and content size,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-007-02,685,- TC-CQGA2-007-02: If SAL exists: call V13 with a bad spec_fact_ref → confirm FAIL (not vacuous pass),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-007-03,686,- TC-CQGA2-007-03: Inspect PQLM-001 Phase 4 commits (TC-PQLM-026 to TC-PQLM-029) — did they affect traceability?,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-007-04,687,- TC-CQGA2-007-04: Confirm CQG-008 and CQG-013 status unchanged (or document improvement),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-PQLM-02,703,"- MS-007-03-01: `git log --oneline` | grep -i ""pqlm\|TC-PQLM-02[6-9]"" → find the 4 commits",1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-007,719,**Type:** PARENT | **Status:** READY (after TC-007) | **REQ:** REQ-CQGA2-009,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-008-01,722,- TC-CQGA2-008-01: Verify `proof_adequacy_contract.py` still classifies WEAK_PROOF → adequate=False (read lines defining classify logic),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-008-02,723,- TC-CQGA2-008-02: Check CI fix commits (3b1d7443) — did any change grader behavior?,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-008-03,724,"- TC-CQGA2-008-03: Verify fallback_grade_cap=""ACCEPTED_WITH_LIMITATIONS"" still enforced in `grade_intermediate_verify.py`",2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-008-04,725,- TC-CQGA2-008-04: Confirm `validate_skill_contracts.py` extended check (TC-CQGA-033-03) still functional,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA-033-03,725,- TC-CQGA2-008-04: Confirm `validate_skill_contracts.py` extended check (TC-CQGA-033-03) still functional,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-008,757,**Type:** PARENT | **Status:** READY (after TC-008) | **REQ:** REQ-CQGA2-009,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-009-01,760,- TC-CQGA2-009-01: Read `registry/promotion-ledger.yaml` — has any entry been promoted to PROMOTED_STABLE?,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-009-02,761,- TC-CQGA2-009-02: Verify `autonomous_cycle.py` reopening trigger still at lines ~1039/1063; read those lines,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-009-03,762,- TC-CQGA2-009-03: Confirm CQG-006 (name-only hash) still PARTIALLY_FIXED (no signature hash added),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-009-04,763,- TC-CQGA2-009-04: Verify V119 `validate_promoted_code_changed_without_reopening` registered in runner,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-009,795,**Type:** PARENT | **Status:** READY (after TC-009) | **REQ:** REQ-CQGA2-009,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-010-01,799,- TC-CQGA2-010-01: Prove RCA-A: run `check_continuation.py` Check 8 logic manually; show only 2 of 4 GOV_BLOCK are checked,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-010-02,800,- TC-CQGA2-010-02: Prove RCA-B: show that governance_validators_ext3.py line 896 reads `changed_files` from declaration (not git),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-010-03,801,- TC-CQGA2-010-03: Prove RCA-C: show `expected_count=167` test in test file; show it does not call any validator with bad input,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-010-04,802,- TC-CQGA2-010-04: Prove RCA-D: show V87 commit has no gap ledger entry,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-010-05,803,- TC-CQGA2-010-05: Prove RCA-E: check `.git/hooks/pre-commit` existence,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-010-06,804,- TC-CQGA2-010-06: Prove RCA-F: show V13/V47 pass-through when SAL absent (read their code),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-011-01,881,**TC-CQGA2-011-01: Re-assess 7 open gaps**,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-011-02,887,**TC-CQGA2-011-02: Add 6 new gaps**,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-011-03,906,**TC-CQGA2-011-03: Validate updated ledger**,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-012-01,949,#### TC-CQGA2-012-01: Read check_continuation.py GOV_BLOCK section,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-012-02,970,#### TC-CQGA2-012-02: Create governance_block_registry.py,5,UNRECONCILED,,
mutable-exploring-hellman.md,TC-GOVBLK-001,989,# Original 2 — wired since TC-GOVBLK-001,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-012-03,1023,#### TC-CQGA2-012-03: Wire registry into check_continuation.py,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-012-04,1056,#### TC-CQGA2-012-04: Update CLAUDE.md GOV_BLOCK section,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-012-05,1072,#### TC-CQGA2-012-05: Create test_governance_block_registry.py,6,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-028,1795,### TC-CQGA2-028 (PILOT-11): Bypass attempt via undeclared file — Repair 2 test,5,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-013-01,1163,#### TC-CQGA2-013-01: Read autonomous_cycle.py declaration-parse section,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-013-02,1176,#### TC-CQGA2-013-02: Create declaration_integrity_check.py,4,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-013-03,1262,#### TC-CQGA2-013-03: Wire into autonomous_cycle.py as Step 0a,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-013-04,1302,#### TC-CQGA2-013-04: Create test_declaration_integrity.py,5,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-014-01,1394,#### TC-CQGA2-014-01: Inspect governance test directory,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-014-02,1399,"#### TC-CQGA2-014-02: Build make_minimal_declaration helper and 5 P0 tests (V100, V102, V104, V109, V149)",3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-014-03,1418,"#### TC-CQGA2-014-03: Add 5 remaining P0 tests (V105, V106, 3 GOV_BLOCK)",3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-015-01,1452,#### TC-CQGA2-015-01: Add _check_precommit_installed to autonomous_cycle.py,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-013,1453,**Prereq:** TC-CQGA2-013-03 CLOSED (TC-013 has already edited autonomous_cycle.py; sequential),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-015-02,1474,#### TC-CQGA2-015-02: Update AGENTS.md §A-precommit,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-016-01,1499,#### TC-CQGA2-016-01: Inspect sprint_executor_validate.py phase structure,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-016-02,1505,#### TC-CQGA2-016-02: Add Phase 14 function,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-017-01,1551,#### TC-CQGA2-017-01: Resolve V87 discrepancy (from TC-CQGA2-002-02 findings),3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-017-02,1555,#### TC-CQGA2-017-02: Create enforcement-level-change-policy.md,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-017-03,1595,#### TC-CQGA2-017-03: Add CQG-017 gap entry for V87 demotion,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-011-02,1617,Wait — TC-CQGA2-011 already accounts for CQG-017 in the 6 new gaps. So total stays 19 after TC-011-02 which adds CQG-014 through CQG-019.,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-031,1627,## PHASE D: PILOT TASKCARDS (TC-CQGA2-018 through TC-CQGA2-031),8,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-018-01,1644,- TC-CQGA2-018-01: Read `.claude/commands/add-python-api.md` — verify blocking validator IDs present (V100/V102/V104/V109),1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-018-02,1645,"- TC-CQGA2-018-02: Call `validate_suspicious_filenames` with a synthetic declaration containing `src/python/csv/csv_misc.py` → assert FAIL, blocks_sprint=True",1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-018-03,1646,- TC-CQGA2-018-03: Record PILOT_PASS evidence to `.local/evidences/CQGA-002/pilots/pilot-01-result.yaml`,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-019,1660,### TC-CQGA2-019 (PILOT-2): Existing code modification,4,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-019-01,1664,- TC-CQGA2-019-01: Read `/product-source-task` skill file — verify it requires complete-file context and V46 transcript,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-019-02,1665,- TC-CQGA2-019-02: Verify CCP-BYPASS (direct edit) still has no preventive gate,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-019-03,1666,"- TC-CQGA2-019-03: Record PILOT_PASS (context review is convention, detection via declaration_integrity_check added by Repair 2)",1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-020,1677,### TC-CQGA2-020 (PILOT-3): Wrong file placement,4,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-021,1686,### TC-CQGA2-021 (PILOT-4): Wrong hierarchy ownership,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-022,1701,### TC-CQGA2-022 (PILOT-5): Weak code writing,5,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-023,1709,### TC-CQGA2-023 (PILOT-6): Documentation quality,4,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-024,1724,### TC-CQGA2-024 (PILOT-7): Ungoverned marker,4,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-025,1742,### TC-CQGA2-025 (PILOT-8): Traceability break,4,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-026,1761,### TC-CQGA2-026 (PILOT-9): Promotion baseline,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-027,1779,### TC-CQGA2-027 (PILOT-10): Reopening trigger,3,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-030,1821,### TC-CQGA2-030 (PILOT-13 NEW): Enforcement level demotion → ELP-001 fires,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-032-01,1860,**TC-CQGA2-032-01: Assemble evidence inventory**,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-032-03,1867,- MS-032-01-07: PRECONDITION CHECK: if any pilot-NN-result.yaml missing → BLOCKED; do not proceed to TC-032-03,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-032-02,1869,**TC-CQGA2-032-02: Compute required counters**,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-012-05,1871,"- MS-032-02-02: `GOV_BLOCK_LIST_INCONSISTENT_WITH_CLAUDE_MD` — run TC-012-05 test suite; if all pass=0, else count failures",1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-032-03,1881,**TC-CQGA2-032-03: Write audit report**,2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-032-01,1884,- MS-032-03-01: PRECONDITION — confirm TC-032-01 complete (all evidence present) and TC-032-02 complete (counters computed),1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-032-02,1884,- MS-032-03-01: PRECONDITION — confirm TC-032-01 complete (all evidence present) and TC-032-02 complete (counters computed),1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-032-04,1906,**TC-CQGA2-032-04: Run completion gate checks**,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-CQGA2-032-05,1923,**Reroute rule:** Any failed counter → create rework child taskcard TC-CQGA2-032-05 naming the exact counter and fix required.,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-032-04,1982,| TC-CQGA2-032 | Completion counters | All 9 counters from TC-032-04 micro-steps | All 9 pass their assertions | Yes |,1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-016,2075,"- After TC-CQGA2-011 closes → start TC-CQGA2-012 (and optionally TC-016, TC-017 in parallel)",1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-017,2075,"- After TC-CQGA2-011 closes → start TC-CQGA2-012 (and optionally TC-016, TC-017 in parallel)",1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-013-03,2240,- `tools/supervisor/autonomous_cycle.py` (Repair 2 TC-013-03; Repair 4 TC-015-01),1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-015-01,2240,- `tools/supervisor/autonomous_cycle.py` (Repair 2 TC-013-03; Repair 4 TC-015-01),1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-012-04,2242,- `CLAUDE.md` (Repair 1 / TC-012-04; AGENTS §A2c / TC-015-02),1,UNRECONCILED,,
mutable-exploring-hellman.md,TC-015-02,2242,- `CLAUDE.md` (Repair 1 / TC-012-04; AGENTS §A2c / TC-015-02),2,UNRECONCILED,,
mutable-exploring-hellman.md,TC-017-03,2244,- `reports/code-quality/code-quality-governance-ledger.yaml` (TC-011; TC-017-03),1,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-004,230,### TC-FIOP-004 — Verify and Close FI-010 to FI-013: .NET LOC Investigation [OPEN],16,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-003,181,### TC-FIOP-003 — Heal or Close FI-008: Python LOC Violations [OPEN],15,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-000,59,### TC-FIOP-000 — Pre-Flight Reality Verification [OPEN],14,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-ID,759,| TC-ID | STATUS |,2,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-001,99,### TC-FIOP-001 — Investigate Unstaged Modified Files [OPEN],6,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-011,571,### TC-FIOP-011 — Sprint Closeout [OPEN],6,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-009,448,### TC-FIOP-009 — Write Issue Accounting Report [OPEN],8,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-002,124,### TC-FIOP-002 — Create Missing Registers [OPEN],4,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-010,526,"### TC-FIOP-010 — Write Reports: Pilot Evidence, Regression, Enforcement, Idempotency [OPEN]",5,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-005,274,### TC-FIOP-005 — Add Section-21 Validators [OPEN],8,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-006,345,### TC-FIOP-006 — Execute Pilot 3: Test With Invalid Expectation [OPEN],7,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-007,376,"### TC-FIOP-007 — Execute Pilot 7: Invalid ""Pre-existing"" Dismissal Rejection [OPEN]",5,UNRECONCILED,,
optimized-meandering-giraffe.md,TC-FIOP-008,425,### TC-FIOP-008 — Execute Pilot 5: Flaky Failure [OPEN],5,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-003,379,### TC-PCL-003: Redesign dom_maturity_promoter.py — add behavioral proof runner,17,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-006,706,### TC-PCL-006: FODS D2 validation and ledger promotion,16,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-004,482,### TC-PCL-004: Fix evidence declaration lane attribution,15,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-002,284,### TC-PCL-002: Wire lane_selector into sprint generation,18,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-001,204,### TC-PCL-001: Create the DOM Gap Generator,21,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-005,569,### TC-PCL-005: Strengthen D2 contract + implement mutation API for FODS and FODT,25,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-010,880,### TC-PCL-010: DOM baseline inventory — remaining FULL formats,16,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-001-01,224,#### TC-PCL-001-01: Ledger reader and eligibility filter,4,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-001-02,240,#### TC-PCL-001-02: Gap entry schema and ID generation,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-001-03,255,#### TC-PCL-001-03: Idempotent append to gap-ledger.json,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-001-04,269,#### TC-PCL-001-04: CLI and test suite,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-008,777,### TC-PCL-008: End-to-end lane feedback loop verification,11,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-009,834,### TC-PCL-009: Lane starvation end-to-end proof,11,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-002-01,301,#### TC-PCL-002-01: Locate sprint prompt generation entry point,3,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-002-02,312,#### TC-PCL-002-02: Add lane decision computation,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-002-03,333,#### TC-PCL-002-03: Add DOM gap priority ordering,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-002-04,349,#### TC-PCL-002-04: Add lane section to sprint prompt header,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-002-05,367,#### TC-PCL-002-05: Test suite,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-007,742,### TC-PCL-007: FODT D2 validation and ledger promotion,13,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-003-01,395,#### TC-PCL-003-01: Create dom-proofs directory and proof definition format,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-003-02,418,#### TC-PCL-003-02: Add proof runner to dom_maturity_promoter.py,3,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-003-03,468,#### TC-PCL-003-03: Test suite for behavioral proof runner,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-004-01,492,#### TC-PCL-004-01: Read and understand update_lane_counters() current code,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-004-02,503,#### TC-PCL-004-02: Add gap_id fallback,3,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-004-03,527,#### TC-PCL-004-03: Add schema documentation for deepening_lane field,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-004-04,540,#### TC-PCL-004-04: Add WARN validator in sprint_executor_validate.py,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-004-05,556,#### TC-PCL-004-05: Test suite,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-005-01,583,#### TC-PCL-005-01: Investigate FODS writer serialization path,3,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-005-02,595,#### TC-PCL-005-02: Add FodsDocument.to_file() method,5,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-005-03,611,#### TC-PCL-005-03: Investigate FODT writer and add mutation API,5,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-005-04,630,#### TC-PCL-005-04: Update D2 contract in policies.yaml,3,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-005-05,645,#### TC-PCL-005-05: Create FODS mutation roundtrip test,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-005-06,671,#### TC-PCL-005-06: Create FODT mutation roundtrip test,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-006-01,715,#### TC-PCL-006-01: Run FODS D2 proof via promoter,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-006-02,725,#### TC-PCL-006-02: Record D2 proof in dom-proofs file,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-006-03,733,#### TC-PCL-006-03: Regression check,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-007-01,750,#### TC-PCL-007-01: Run FODT D2 proof via promoter,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-007-02,760,#### TC-PCL-007-02: Record D2 proof in dom-proofs file,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-007-03,768,#### TC-PCL-007-03: Regression check,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-008-01,785,#### TC-PCL-008-01: Verify DOM gaps exist and are selectable,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-008-02,794,#### TC-PCL-008-02: Verify sprint prompt includes lane section,3,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-008-03,805,#### TC-PCL-008-03: Verify lane counter update from simulated declaration,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-008-04,817,#### TC-PCL-008-04: Verify promoter returns D2 for FODS and FODT,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-008-05,826,#### TC-PCL-008-05: Full loop narrative proof,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-009-01,841,#### TC-PCL-009-01: Test starvation fires for Lane A,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-009-02,852,#### TC-PCL-009-02: Test starvation fires for Lane B,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-009-03,862,#### TC-PCL-009-03: Verify determinism,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-009-04,871,#### TC-PCL-009-04: Record starvation threshold value,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-010-01,888,#### TC-PCL-010-01: Inventory ODS and ODT DOM depth,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-010-02,900,#### TC-PCL-010-02: Inventory FODP and FODG DOM depth,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-010-03,910,#### TC-PCL-010-03: Inventory ABW and GNUMERIC DOM depth,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-010-04,920,#### TC-PCL-010-04: Run DOM gap generator for remaining formats,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-011,930,### TC-PCL-011: Regression controls and idempotency suite,11,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-011-01,937,#### TC-PCL-011-01: Idempotency regression tests,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-011-02,949,#### TC-PCL-011-02: Lane counter fallback regression tests,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-011-03,959,#### TC-PCL-011-03: Existing test regression check,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-011-04,969,#### TC-PCL-011-04: Governance validator regression check,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-012,978,### TC-PCL-012: Final product-deepening baseline documentation,10,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-012-01,986,#### TC-PCL-012-01: Per-format DOM baseline reports,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-012-02,996,#### TC-PCL-012-02: Product-deepening maturity report,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-012-03,1005,#### TC-PCL-012-03: Dual-lane final report,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-012-04,1013,#### TC-PCL-012-04: Final audit,2,UNRECONCILED,,
peppy-crafting-lark.md,TC-PCL-XXX,1099,tc_id: TC-PCL-XXX,1,UNRECONCILED,,
peppy-crafting-lark.md,TC-ID,1193,| TC-ID | Title | Status |,1,UNRECONCILED,,
playful-discovering-thunder.md,TC-RR-001,48,### Correction 2 — TC-RR-001 producer investigation was wrong,20,UNRECONCILED,,
